Piece,Type,Key,Difficulty,Date,Ensemble
,prelude,Fm,3.0,1591,7-course
,prelude,FM,3.0,1591,7-course
,prelude,Gm,3.0,1591,7-course
,prelude,GM,4.0,1591,6-course
,prelude,GM,4.0,1591,6-course
,exercise,GM,4.0,1591,6-course
,prelude,Dm,4.0,1591,8-course
,preamble,FM,3.0,1591,7-course
,prelude,Gm,3.0,1591,6-course
,preamble,FM,3.0,1591,7-course
,prelude,DM,3.0,1591,8-course
,preamble,Dm,3.0,1591,6-course
,prelude,Gm,3.0,1591,6-course
,preamble,FM,3.0,1591,7-course
,prelude,Gm,2.0,1591,6-course
,prelude,FM,2.0,1591,7-course
,preamble,Dm,4.0,1591,8-course
,motet,GM,5.0,1591,6-course
,motet,Fm,5.0,1591,6-course
,motet,Am,5.0,1591,6-course
,motet,Gm,3.0,1591,6-course
,fantasia,Dm,4.0,1591,6-course
,fantasia,Cm,3.0,1591,6-course
,fantasia,FM,3.0,1591,6-course
,fantasia,GM,3.0,1591,6-course
,fantasia,DM,3.0,1591,6-course
,fantasia,FM,4.0,1591,6-course
,fantasia,Gm,4.0,1591,6-course
,fantasia,FM,4.0,1591,6-course
,fantasia,CM,3.0,1591,7-course
,fantasia,GM,4.0,1591,6-course
,fantasia,FM,4.0,1591,7-course
,fantasia,Fm,4.0,1591,7-course
,fantasia,CM,4.0,1591,6-course
,fantasia,FM,4.0,1591,7-course
,fantasia,Dm,4.0,1591,6-course
,exercise,Cm,3.0,1591,6-course
,fantasia,Gm,4.0,1591,6-course
,fantasia,Cm,3.0,1591,6-course
,fantasia,FM,4.0,1591,7-course
,fantasia,Cm,4.0,1591,6-course
,fantasia,Fm,4.0,1591,6-course
,fantasia,Dm,3.0,1591,8-course
,fantasia,Dm,4.0,1591,8-course
,lied,FM,4.0,1591,6-course
,madrigal,Gm,4.0,1591,6-course
,madrigal,FM,4.0,1591,6-course
,madrigal,Dm,4.0,1591,6-course
,chanson,Dm,4.0,1591,6-course
,lied,Gm,4.0,1591,6-course
,chanson,Gm,4.0,1591,6-course
,madrigal,Gm,4.0,1591,6-course
,madrigal,Am,5.0,1591,6-course
,ricercar,Fm,3.0,1591,6-course
,lied religious,Dm,3.0,1591,6-course
,ricercar,FM,3.0,1591,6-course
,lied religious,FM,4.0,1591,6-course
,song religious,FM,4.0,1591,7-course
,chanson,Gm,5.0,1591,6-course
,song religious,Dm,4.0,1591,6-course
,chanson,Dm,4.0,1591,6-course
,madrigal,DM,4.0,1591,7-course
,madrigal,CM,4.0,1591,6-course
,madrigal,DM,4.0,1591,8-course
,madrigal,CM,4.0,1591,7-course
,madrigal,GM,4.0,1591,7-course
,chanson,Gm,4.0,1591,6-course
,chanson,Gm,4.0,1591,6-course
,chanson,Dm,4.0,1591,8-course
,galliard,Dm,4.0,1591,8-course
,intrada,FM,3.0,1591,7-course
,chanson,CM,3.0,1591,6-course
,chanson,FM,3.0,1591,6-course
,dance,Dm,3.0,1591,6-course
,chanson,CM,3.0,1591,7-course
,madrigal religious,FM,3.0,1591,6-course
,madrigal,Gm,4.0,1591,6-course
,passamezzo saltarello,FM,3.0,1591,6-course
,song religious,Dm,4.0,1591,6-course
,lied,Dm,3.0,1591,6-course
,madrigal,Gm,4.0,1591,6-course
,madrigal,FM,3.0,1591,7-course
,chanson,FM,3.0,1591,6-course
,matachin,FM,4.0,1591,6-course
,chanson,CM,2.0,1591,6-course
,galliard parody,Fm,3.0,1591,7-course
,villanella villanella-light,Cm,3.0,1591,6-course
,villanella villanella-light,Cm,4.0,1591,6-course
,intrada,FM,4.0,1591,7-course
,madrigal,Am,4.0,1591,8-course
,madrigal,DM,3.0,1591,6-course
,battle,FM,4.0,1591,7-course
,villanella villanella-light,Cm,3.0,1591,6-course
,lute duet,CM,3.0,1591,treble:6-course ground:6-course
,chanson,Fm,3.0,1591,7-course
,battle,FM,5.0,1591,7-course
,passamezzo antico galliard,Gm,3.0,1591,6-course
,passamezzo antico galliard,Gm,4.0,1591,6-course
,passamezzo antico,Gm,3.0,1591,6-course
,passamezzo antico,Gm,3.0,1591,8-course
,galliard,Gm,3.0,1591,7-course
,passamezzo antico,Gm,3.0,1591,7-course
,passamezzo antico saltarello,Gm,3.0,1591,6-course
,passamezzo antico,Gm,3.0,1591,6-course
,passamezzo antico galliard,Gm,3.0,1591,7-course
,passamezzo antico,Gm,3.0,1591,6-course
,passamezzo antico saltarello,Gm,3.0,1591,6-course
,passamezzo antico saltarello,Dm,3.0,1591,6-course
,passamezzo moderno saltarello,GM,3.0,1591,6-course
,passamezzo moderno saltarello,GM,3.0,1591,6-course
,passamezzo moderno saltarello,GM,3.0,1591,6-course
,passamezzo moderno,GM,3.0,1591,6-course
,passamezzo moderno saltarello,GM,3.0,1591,6-course
,passamezzo moderno saltarello,GM,3.0,1591,8-course
,passamezzo moderno,GM,3.0,1591,6-course
,passamezzo moderno saltarello,GM,3.0,1591,6-course
,passamezzo moderno galliard,GM,3.0,1591,6-course
,passamezzo moderno saltarello,GM,3.0,1591,6-course
,passamezzo moderno galliard,GM,3.0,1591,6-course
,passamezzo antico saltarello,Dm,3.0,1591,8-course
,passamezzo antico,Dm,3.0,1591,6-course
,passamezzo antico,Dm,3.0,1591,6-course
,passamezzo antico,Dm,3.0,1591,8-course
,galliard,Dm,3.0,1591,8-course
,passamezzo antico,Dm,3.0,1591,7-course
,passamezzo antico,Dm,3.0,1591,7-course
,passamezzo antico galliard,Dm,3.0,1591,7-course
,passamezzo antico,Dm,3.0,1591,6-course
,passamezzo antico,Dm,3.0,1591,6-course
,passamezzo antico,Cm,3.0,1591,6-course
,passamezzo antico saltarello,Cm,3.0,1591,6-course
,passamezzo antico,Cm,3.0,1591,6-course
,passamezzo antico,Cm,3.0,1591,6-course
,passamezzo antico saltarello,Cm,3.0,1591,6-course
,passamezzo antico saltarello,Cm,3.0,1591,6-course
,passamezzo antico,Cm,3.0,1591,6-course
,passamezzo antico,Cm,3.0,1591,6-course
,passamezzo antico,Cm,4.0,1591,6-course
,galliard saltarello,Cm,3.0,1591,6-course
,passamezzo antico,Cm,4.0,1591,6-course
,passamezzo antico saltarello,Cm,4.0,1591,6-course
,passamezzo antico saltarello,Cm,3.0,1591,6-course
,passamezzo antico saltarello,Cm,4.0,1591,6-course
,passamezzo antico,Cm,3.0,1591,6-course
,passamezzo antico,Cm,3.0,1591,6-course
,passamezzo antico saltarello,Cm,4.0,1591,7-course
,passamezzo antico galliard,Cm,3.0,1591,6-course
,passamezzo antico,Cm,4.0,1591,7-course
,passamezzo antico,Cm,5.0,1591,6-course
,passamezzo moderno saltarello,CM,3.0,1591,6-course
,passamezzo moderno saltarello,CM,3.0,1591,6-course
,passamezzo moderno saltarello,CM,3.0,1591,6-course
,passamezzo moderno saltarello,CM,3.0,1591,6-course
,passamezzo moderno,CM,3.0,1591,6-course
,passamezzo moderno,CM,3.0,1591,6-course
,passamezzo moderno,CM,3.0,1591,6-course
,passamezzo moderno,CM,3.0,1591,6-course
,passamezzo moderno,CM,3.0,1591,6-course
,passamezzo moderno,CM,3.0,1591,6-course
,passamezzo moderno,CM,3.0,1591,6-course
,passamezzo moderno galliard,CM,3.0,1591,7-course
,passamezzo antico saltarello,Cm,4.0,1591,6-course
,passamezzo moderno,CM,3.0,1591,6-course
,passamezzo antico saltarello,Fm,4.0,1591,6-course
,passamezzo antico,Fm,4.0,1591,6-course
,passamezzo antico saltarello,Fm,3.0,1591,6-course
,passamezzo antico saltarello,Fm,3.0,1591,6-course
,passamezzo antico,Fm,3.0,1591,6-course
,passamezzo antico,Fm,4.0,1591,6-course
,passamezzo antico,Fm,3.0,1591,7-course
,passamezzo antico,Fm,3.0,1591,7-course
,passamezzo moderno saltarello,FM,3.0,1591,6-course
,passamezzo moderno saltarello,FM,3.0,1591,6-course
,passamezzo moderno,FM,3.0,1591,6-course
,passamezzo moderno,FM,3.0,1591,7-course
,passamezzo moderno,FM,3.0,1591,7-course
,passamezzo moderno,FM,3.0,1591,6-course
,passamezzo moderno,FM,4.0,1591,6-course
,passamezzo moderno,FM,4.0,1591,7-course
,passamezzo moderno saltarello,FM,3.0,1591,7-course
,passamezzo moderno saltarello,FM,3.0,1591,7-course
,saltarello,FM,3.0,1591,7-course
,passamezzo moderno,FM,3.0,1591,6-course
,passamezzo moderno,FM,3.0,1591,7-course
,passamezzo moderno,FM,4.0,1591,7-course
,passamezzo moderno saltarello,FM,3.0,1591,6-course
,passamezzo moderno,FM,3.0,1591,7-course
,passamezzo moderno galliard,FM,3.0,1591,7-course
,passamezzo moderno galliard,FM,3.0,1591,7-course
,passamezzo antico,Bbm,3.0,1591,6-course
,passamezzo moderno,FM,3.0,1591,7-course
,passamezzo moderno,FM,3.0,1591,7-course
,passamezzo moderno,FM,3.0,1591,7-course
,passamezzo moderno,FM,3.0,1591,7-course
,passamezzo moderno,FM,3.0,1591,7-course
,passamezzo moderno,FM,3.0,1591,7-course
,passamezzo moderno,FM,5.0,1591,6-course
,passamezzo moderno,FM,3.0,1591,7-course
,passamezzo antico,Gm,3.0,1591,7-course
,passamezzo moderno,BbM,3.0,1591,7-course
,allemande saltarello,BbM,3.0,1591,6-course
,passamezzo moderno,BbM,3.0,1591,7-course
,passamezzo moderno,BbM,3.0,1591,6-course
,dance nachtanz,FM,3.0,1591,6-course
,villanella villanella-light,CM,3.0,1591,6-course
,polish dance sprung,Dm,3.0,1591,6-course
,dance nachtanz,FM,3.0,1591,7-course
,dance nachtanz,FM,4.0,1591,7-course
,villanella villanella-light,CM,3.0,1591,6-course
,villanella villanella-light,Am,3.0,1591,6-course
,villanella villanella-light,Dm,3.0,1591,6-course
,villanella villanella-light,Cm,3.0,1591,6-course
,dance nachtanz,BbM,3.0,1591,6-course
,dance,FM,3.0,1591,6-course
,dance nachtanz,FM,3.0,1591,6-course
,dance nachtanz,FM,3.0,1591,6-course
,dance nachtanz,FM,3.0,1591,6-course
,dance nachtanz,CM,3.0,1591,6-course
,dance nachtanz,GM,3.0,1591,6-course
,dance nachtanz,FM,3.0,1591,6-course
,dance nachtanz,CM,3.0,1591,6-course
,dance nachtanz,GM,3.0,1591,6-course
,dance nachtanz,FM,3.0,1591,6-course
,dance nachtanz,GM,3.0,1591,6-course
,dance,Dm,3.0,1591,6-course
,dance,Cm,3.0,1591,6-course
,dance,GM,3.0,1591,6-course
,dance,Cm,3.0,1591,6-course
,dance,FM,3.0,1591,6-course
,dance,GM,3.0,1591,6-course
,dance,Cm,3.0,1591,6-course
,dance,Fm,3.0,1591,6-course
,dance nachtanz,CM,3.0,1591,6-course
,dance nachtanz,Cm,3.0,1591,6-course
,dance,Fm,3.0,1591,6-course
,dance,Cm,3.0,1591,6-course
,dance,FM,3.0,1591,6-course
,hoff tanz nachtanz,CM,3.0,1591,6-course
,dance nachtanz,CM,3.0,1591,6-course
,dance,FM,3.0,1591,7-course
,dance,GM,3.0,1591,6-course
,dance nachtanz,FM,3.0,1591,6-course
,dance,FM,3.0,1591,6-course
,dance nachtanz,EbM,3.0,1591,6-course
,dance,BbM,3.0,1591,6-course
,dance,FM,3.0,1591,6-course
,dance,Cm,3.0,1591,6-course
,dance nachtanz,FM,3.0,1591,6-course
,dance,Fm,3.0,1591,6-course
,hoff tanz,BbM,3.0,1591,6-course
,dance nachtanz,FM,3.0,1591,6-course
,dance,Cm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,allemande,FM,3.0,1591,6-course
,allemande,FM,3.0,1591,6-course
,allemande,Gm,3.0,1591,6-course
,allemande,BbM,3.0,1591,6-course
,dance,Cm,3.0,1591,6-course
,dance nachtanz,Dm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,dance,Gm,2.0,1591,6-course
,dance triple,CM,3.0,1591,6-course
,dance,EbM,3.0,1591,6-course
,dance,EbM,3.0,1591,6-course
,dance proportio proportio-rhythm,Fm,3.0,1591,6-course
,dance nachtanz,BbM,3.0,1591,6-course
,dance,Cm,3.0,1591,6-course
,dance,FM,3.0,1591,6-course
,dance saltus,Dm,3.0,1591,6-course
,dance saltus,Cm,3.0,1591,6-course
,dance nachtanz,FM,3.0,1591,6-course
,dance nachtanz,CM,3.0,1591,6-course
,dance nachtanz,FM,3.0,1591,6-course
,dance nachtanz,FM,3.0,1591,6-course
,dance nachtanz,FM,3.0,1591,6-course
,dance,Gm,3.0,1591,6-course
,dance nachtanz,BbM,3.0,1591,6-course
,dance saltus,FM,3.0,1591,6-course
,dance proportio proportio-rhythm,Cm,3.0,1591,6-course
,dance,Dm,3.0,1591,6-course
,dance,FM,3.0,1591,6-course
,dance sprung,Gm,3.0,1591,6-course
,dance,FM,3.0,1591,6-course
,dance,Gm,3.0,1591,6-course
,dance popular theme,Fm,3.0,1591,6-course
,dance,FM,3.0,1591,7-course
,allemande,Dm,3.0,1591,6-course
,allemande,Cm,3.0,1591,6-course
,dance,FM,3.0,1591,6-course
,allemande,Fm,3.0,1591,7-course
,volta,CM,2.0,1591,6-course
,volta,Cm,3.0,1591,6-course
,volta,FM,3.0,1591,6-course
,volta,FM,3.0,1591,7-course
,spanish pavane,Dm,3.0,1591,6-course
,volta,Fm,3.0,1591,7-course
,branle,Cm,3.0,1591,6-course
,branle,Cm,3.0,1591,6-course
,dance,Fm,3.0,1591,7-course
,dance,Gm,3.0,1591,7-course
,allemande popular theme,Fm,3.0,1591,7-course
,galliard,Fm,3.0,1591,7-course
,dance,CM,3.0,1591,7-course
,allemande,FM,3.0,1591,7-course
,allemande,FM,3.0,1591,7-course
,intrada,FM,3.0,1591,7-course
,volta,FM,3.0,1591,7-course
,volta,FM,3.0,1591,7-course
,volta,Fm,3.0,1591,7-course
,branle,FM,3.0,1591,7-course
,bergamasca,CM,3.0,1591,7-course
,branle,Fm,3.0,1591,7-course
,dance nachtanz,Gm,3.0,1591,6-course
,dance nachtanz,Cm,3.0,1591,7-course
,dance nachtanz,Gm,3.0,1591,7-course
,dance,Dm,3.0,1591,6-course
,dance nachtanz,Fm,3.0,1591,6-course
,bergamasca,CM,3.0,1591,6-course
,Allemande,CM,3.0,1591,6-course
,branle,CM,3.0,1591,6-course
,chorea,Gm,2.0,1591,6-course
,allemande,Gm,3.0,1591,7-course
,courante,Fm,3.0,1591,7-course
,volta,Cm,3.0,1591,6-course
,volta,FM,3.0,1591,6-course
,chorea,Fm,4.0,1591,8-course
,courante,EbM,3.0,1591,7-course
,volta,EbM,3.0,1591,7-course
,dance,FM,3.0,1591,7-course
,ballet,EbM,3.0,1591,8-course
,branle de Poictou,FM,3.0,1591,7-course
,polish dance,FM,3.0,1591,7-course
,galliard,Cm,3.0,1591,6-course
,polish dance,Dm,3.0,1591,6-course
,volta,Fm,3.0,1591,7-course
,allemande volta,FM,3.0,1591,7-course
,polish dance,Gm,3.0,1591,7-course
,galliard,Fm,3.0,1591,7-course
,galliard,Fm,3.0,1591,7-course
,galliard,FM,3.0,1591,7-course
,galliard,Fm,3.0,1591,7-course
,galliard,BbM,3.0,1591,7-course
,galliard,FM,3.0,1591,7-course
,galliard,DM,3.0,1591,8-course
,galliard,Gm,3.0,1591,6-course
,galliard,FM,3.0,1591,6-course
,galliard,Cm,3.0,1591,6-course
,galliard,CM,3.0,1591,6-course
,galliard popular theme cara cossa,Fm,3.0,1591,7-course
,galliard popular theme cara cossa,Cm,3.0,1591,6-course
,galliard popular theme cara cossa,Fm,3.0,1591,6-course
,galliard,Gm,3.0,1591,6-course
,galliard,Dm,3.0,1591,6-course
,galliard,Gm,3.0,1591,6-course
,galliard,Gm,3.0,1591,6-course
,galliard,Gm,3.0,1591,8-course
,galliard,Cm,3.0,1591,6-course
,galliard,CM,3.0,1591,6-course
,galliard,Gm,3.0,1591,7-course
,galliard,GM,3.0,1591,7-course
,galliard,Gm,3.0,1591,7-course
,galliard,Gm,3.0,1591,7-course
,galliard,Fm,3.0,1591,7-course
,galliard,FM,3.0,1591,7-course
,galliard,CM,4.0,1591,8-course
,spanish pavane popular theme,Fm,3.0,1591,6-course
,spanish pavane popular theme,Gm,3.0,1591,8-course
,popular theme spanish pavane,Dm,3.0,1591,8-course
,popular theme spanish pavane,Dm,3.0,1591,8-course
,popular theme,GM,3.0,1591,6-course
,galliard,Fm,3.0,1591,7-course
,galliard,Gm,4.0,1591,6-course
,popular theme chi passa,AM,3.0,1591,8-course
,galliard,Gm,4.0,1591,6-course
,galliard,CM,3.0,1591,6-course
,galliard,Dm,3.0,1591,7-course
,galliard,DM,3.0,1591,8-course
,galliard,BbM,3.0,1591,6-course
,galliard,Gm,4.0,1591,8-course
,galliard,Dm,3.0,1591,6-course
,galliard,CM,3.0,1591,7-course
,galliard,GM,4.0,1591,8-course
,galliard,GM,4.0,1591,8-course
,galliard,Dm,4.0,1591,6-course
,popular theme chi passa,DM,4.0,1591,6-course
,courante,Fm,3.0,1591,7-course
,galliard,FM,4.0,1591,7-course
,galliard,FM,4.0,1591,7-course
,galliard,Dm,3.0,1591,7-course
,galliard,Bbm,4.0,1591,7-course
,galliard,FM,4.0,1591,8-course
,galliard,FM,3.0,1591,8-course
,galliard,FM,3.0,1591,7-course
,galliard,Bbm,4.0,1591,7-course
,galliard,Cm,3.0,1591,6-course
,galliard,FM,3.0,1591,7-course
,galliard,CM,3.0,1591,7-course
,galliard,Fm,4.0,1591,7-course
,galliard,GM,3.0,1591,6-course
,branle,Fm,3.0,1591,7-course
,galliard,CM,3.0,1591,7-course
,galliard,CM,3.0,1591,7-course
,galliard,CM,3.0,1591,7-course
,jig,GM,3.0,1591,8-course
,madrigal hymn vocal intabulation,FM,4.0,1591,6-course
,psalm vocal intabulation,Gm,3.0,1591,6-course
,religious vocal intabulation,Fm,2.0,1591,6-course
,psalm vocal intabulation,Gm,2.0,1591,6-course
,psalm vocal intabulation,FM,2.0,1591,6-course
,motet vocal intabulation,CM,2.0,1591,6-course
,hymn vocal intabulation,FM,3.0,1591,6-course
,psalm vocal intabulation,Gm,3.0,1591,6-course
,psalm vocal intabulation,CM,3.0,1591,6-course
,psalm vocal intabulation,FM,3.0,1591,6-course
,psalm vocal intabulation,Dm,4.0,1591,6-course
,psalm vocal intabulation,FM,3.0,1591,6-course
,psalm vocal intabulation,GM,3.0,1591,7-course
,hymn vocal intabulation,FM,3.0,1591,6-course
,psalm antiphon vocal intabulation,Gm,3.0,1591,6-course
,psalm vocal intabulation,Gm,3.0,1591,6-course
,psalm vocal intabulation,Dm,3.0,1591,6-course
,pavane parody,Fm,4.0,1591,8-course
,galliard,FM,4.0,1591,7-course
,galliard,Fm,3.0,1591,7-course
,allemande,GM,3.0,1591,7-course
,galliard,FM,3.0,1591,7-course
,pavane,FM,3.0,1591,7-course
,galliard,Fm,3.0,1591,7-course
,galliard,Fm,4.0,1591,7-course
,galliard romanesca,Cm,5.0,1591,6-course
,popular theme,Cm,3.0,1591,6-course
,popular theme,Gm,3.0,1591,6-course
,galliard,Dm,3.0,1591,6-course
,allemande,GM,3.0,1591,6-course
,galliard,Dm,3.0,1591,7-course
,volta,FM,4.0,1591,7-course
,pavane,Dm,4.0,1591,7-course
,galliard,FM,3.0,1591,7-course
,galliard,Dm,3.0,1591,7-course
,dance nachtanz,FM,2.0,c.1575,6-course
,dance proportio proportio-rhythm,CM,2.0,c.1575,6-course
,dance proportio proportio-rhythm nachtanz,BbM,2.0,c.1575,6-course
,passamezzo antico proportio proportio-rhythm,Cm,2.0,c.1575,6-course
,dance,Gm,2.0,c.1575,6-course
,dance nachtanz,CM,2.0,c.1575,6-course
,gassenhauer lied,Cm,2.0,c.1575,6-course
,gassenhauer,CM,2.0,c.1575,6-course
,dance nachtanz,Gm,2.0,c.1575,6-course
,galliard,CM,2.0,c.1575,6-course
,prelude fragment,EbM,2.0,c.1575,6-course
,dance nachtanz,CM,2.0,c.1575,6-course
,motet vocal intabulation,Gm,2.0,c.1575,6-course
,dance nachtanz,FM,2.0,c.1575,6-course
,dance nachtanz,CM,2.0,c.1575,6-course
,hymn,Cm,2.0,c.1575,6-course
,dance,Gm,2.0,c.1575,6-course
,dance proportio proportio-rhythm,CM,2.0,c.1575,6-course
,hoff tanz saltarello,FM,2.0,c.1575,6-course
,dance nachtanz,Cm,2.0,c.1575,6-course
,dance nachtanz,Cm,2.0,c.1575,6-course
,passamezzo antico saltarello,Cm,2.0,c.1575,6-course
,gassenhauer proportio proportio-rhythm,Cm,2.0,c.1575,6-course
,psalm vocal intabulation,CM,2.0,c.1575,6-course
,lied vocal intabulation,FM,2.0,c.1575,6-course
,galliard,CM,2.0,c.1575,6-course
,benzenauer dance proportio proportio-rhythm,BbM,2.0,c.1575,6-course
,dance proportio proportio-rhythm,GM,2.0,c.1575,6-course
,dance nachtanz,GM,2.0,c.1575,6-course
,dance proportio proportio-rhythm,Gm,2.0,c.1575,6-course
,dance,Gm,2.0,c.1575,6-course
,dance proportio proportio-rhythm,FM,2.0,c.1575,6-course
,dance proportio proportio-rhythm,Cm,2.0,c.1575,6-course
,dance,Gm,2.0,c.1575,6-course
,dance proportio proportio-rhythm,FM,2.0,c.1575,6-course
,dance proportio proportio-rhythm,FM,2.0,c.1575,6-course
,dance nachtanz,Gm,2.0,c.1575,6-course
,passamezzo antico saltarello,Gm,3.0,c.1575,6-course
,passamezzo antico,Cm,2.0,c.1575,6-course
,battle,FM,3.0,c.1575,6-course
,dance,Cm,2.0,c.1575,6-course
,passamezzo antico,Gm,2.0,c.1575,6-course
,vocal intabulation chanson,FM,3.0,1563,6-course
,vocal intabulation chanson,FM,4.0,1563,6-course
,vocal intabulation lied,FM,4.0,1563,6-course
,vocal intabulation lied,FM,3.0,1563,6-course
,vocal intabulation hymn,FM,3.0,1563,6-course
,praeludium fragment,Gm,2.0,1563,6-course
,passamezzo moderno,FM,3.0,1563,6-course
,chiarenzana,CM,4.0,1563,6-course
,dance,FM,3.0,1563,6-course
,dance,CM,3.0,1563,6-course
,vocal intabulation lied,Gm,3.0,1563,6-course
,dance,CM,3.0,1563,6-course
,dance,GM,3.0,1563,6-course
,dance,FM,3.0,1563,6-course
